,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year,month,season,year_1955,median_price,buy,price_sell,best_scenario,worst_scenario
8488,5126400150,2014-06-17,239950.0,3,1.0,1140,8366,1.0,0,0,5,6,1140,0,1943,0,98058,47.4768,-122.177,960,7200,2014,6,sumer,0,526000.0,1,287940.0,311935.0,275942.5
8490,421000555,2014-05-20,200000.0,3,1.0,1050,5000,1.0,0,0,4,6,1050,0,1967,0,98056,47.4923,-122.165,1050,5200,2014,5,winter,1,440000.0,1,240000.0,260000.0,229999.99999999997
8492,2744600040,2014-06-14,330000.0,3,1.75,1430,8865,1.0,0,0,3,7,1430,0,1950,0,98125,47.7331,-122.299,1250,8154,2014,6,sumer,0,450000.0,1,396000.0,429000.0,379499.99999999994
8493,3832070040,2015-04-16,285000.0,4,2.5,1996,4547,2.0,0,0,3,7,1996,0,2009,0,98042,47.3365,-122.051,2180,5127,2015,4,spring,1,450000.0,1,342000.0,370500.0,327750.0
8494,7305300090,2014-11-06,338000.0,4,1.75,1530,8152,1.0,0,0,5,6,910,620,1948,0,98155,47.7557,-122.328,1310,8152,2014,11,fall,0,526000.0,1,405600.0,439400.0,388699.99999999994
8495,7452500730,2015-04-24,264950.0,2,1.0,1000,6000,1.0,0,0,3,6,1000,0,1951,0,98126,47.5208,-122.372,1250,6000,2015,4,spring,0,450000.0,1,317940.0,344435.0,304692.5
8497,3438503426,2015-04-06,209500.0,3,1.5,970,5488,1.0,0,0,3,7,970,0,1976,0,98106,47.5366,-122.359,1040,5488,2015,4,spring,1,450000.0,1,251400.0,272350.0,240924.99999999997
8498,8948500025,2015-04-25,380000.0,4,2.5,2400,9398,1.0,0,0,4,7,1310,1090,1958,0,98056,47.4952,-122.178,1330,8249,2015,4,spring,1,440000.0,1,456000.0,494000.0,436999.99999999994
8499,1722059021,2014-12-17,336500.0,3,2.0,1830,12891,1.0,0,0,3,7,1830,0,1994,0,98031,47.3924,-122.192,2320,8709,2014,12,winter,1,450000.0,1,403800.0,437450.0,386974.99999999994
8500,8899210090,2014-07-14,360000.0,3,2.25,2130,8466,1.0,0,0,3,7,1290,840,1983,0,98055,47.4537,-122.211,2250,9682,2014,7,sumer,1,450000.0,1,432000.0,468000.0,413999.99999999994
8502,4364700165,2014-11-24,249900.0,2,1.0,560,7560,1.0,0,0,3,6,560,0,1944,0,98126,47.5271,-122.375,990,7560,2014,11,fall,0,450000.0,1,299880.0,324870.0,287385.0
8503,796000085,2014-09-23,175000.0,4,1.0,1210,6250,1.0,0,0,3,7,1210,0,1962,0,98168,47.5008,-122.333,1210,8291,2014,9,fall,1,450000.0,1,210000.0,227500.0,201249.99999999997
8505,1237500540,2014-10-21,225000.0,3,1.75,1370,10866,1.0,0,0,4,6,1370,0,1945,0,98052,47.6774,-122.164,1580,14250,2014,10,fall,0,440000.0,1,270000.0,292500.0,258749.99999999997
8506,1237500540,2014-12-22,270000.0,3,1.75,1370,10866,1.0,0,0,4,6,1370,0,1945,0,98052,47.6774,-122.164,1580,14250,2014,12,winter,0,440000.0,1,324000.0,351000.0,310500.0
8507,3649100304,2014-08-19,400000.0,3,2.25,1740,11040,2.0,0,0,3,8,1740,0,1980,0,98028,47.7376,-122.242,1720,11778,2014,8,winter,1,450000.0,1,480000.0,520000.0,459999.99999999994
8508,7400062,2014-05-21,299800.0,2,1.0,790,5240,1.0,0,0,4,6,790,0,1925,0,98118,47.5303,-122.288,1430,5320,2014,5,winter,0,440000.0,1,359760.0,389740.0,344770.0
8510,7882900120,2014-05-07,230000.0,3,2.5,1920,9180,2.0,0,0,3,8,1920,0,1988,0,98055,47.4818,-122.231,1930,7252,2014,5,winter,1,450000.0,1,276000.0,299000.0,264500.0
8511,1865000040,2014-12-10,360000.0,4,2.5,2750,6259,2.0,0,0,3,9,2750,0,2002,0,98092,47.3304,-122.179,2810,6824,2014,12,winter,1,450000.0,1,432000.0,468000.0,413999.99999999994
8512,6821100246,2014-09-03,415000.0,2,1.0,880,3200,1.0,0,0,3,7,880,0,1910,1970,98199,47.6575,-122.402,1880,6000,2014,9,fall,0,450000.0,1,498000.0,539500.0,477249.99999999994
8513,8731981500,2014-08-18,355000.0,4,1.75,2160,8000,1.0,0,0,4,9,1660,500,1976,0,98023,47.3165,-122.382,2350,8200,2014,8,winter,1,440000.0,1,426000.0,461500.0,408249.99999999994
8515,2123700100,2014-12-02,353000.0,5,2.75,2130,5000,1.0,0,0,5,7,1100,1030,1978,0,98118,47.5271,-122.274,1340,6837,2014,12,winter,1,526000.0,1,423600.0,458900.0,405949.99999999994
8517,3876600120,2015-04-22,265000.0,3,1.5,1780,10196,1.0,0,0,4,7,1270,510,1967,0,98001,47.3375,-122.291,1320,7875,2015,4,spring,1,440000.0,1,318000.0,344500.0,304750.0
8518,4038000040,2015-03-26,250000.0,4,1.75,1910,8250,1.0,0,0,4,7,1910,0,1959,0,98008,47.6131,-122.123,1500,8250,2015,3,spring,1,440000.0,1,300000.0,325000.0,287500.0
8519,6668900155,2014-08-20,225000.0,2,1.0,1170,7142,1.0,0,0,3,7,1170,0,1951,0,98155,47.7497,-122.313,1170,7615,2014,8,winter,0,450000.0,1,270000.0,292500.0,258749.99999999997
8522,3331001910,2014-08-18,312000.0,2,1.0,1170,5150,1.0,0,0,3,6,980,190,1907,0,98118,47.5503,-122.283,1660,5150,2014,8,winter,0,450000.0,1,374400.0,405600.0,358800.0
8524,7212651210,2014-11-06,320000.0,4,2.75,2150,9163,1.0,0,0,3,8,1340,810,1992,0,98003,47.266,-122.307,2260,7750,2014,11,fall,1,450000.0,1,384000.0,416000.0,368000.0
8526,3330501120,2015-03-25,320000.0,3,1.0,960,6180,1.0,0,0,4,6,960,0,1910,0,98118,47.5518,-122.279,1250,4120,2015,3,spring,0,440000.0,1,384000.0,416000.0,368000.0
8528,3815500035,2014-05-20,385000.0,3,1.5,1490,9630,1.0,0,0,4,8,1490,0,1959,0,98028,47.7623,-122.256,1960,10469,2014,5,winter,1,440000.0,1,462000.0,500500.0,442749.99999999994
8529,5706600150,2014-05-28,215000.0,3,1.75,1210,8075,1.0,0,0,4,6,1210,0,1983,0,98001,47.2666,-122.254,1310,8025,2014,5,winter,1,440000.0,1,258000.0,279500.0,247249.99999999997
8530,8005100540,2014-07-09,215000.0,4,1.5,1860,5040,1.5,0,0,5,8,1860,0,1920,0,98022,47.2077,-121.993,1680,5800,2014,7,sumer,0,526000.0,1,258000.0,279500.0,247249.99999999997
8531,293720180,2014-12-30,415000.0,3,2.5,1980,4274,2.0,0,0,3,7,1980,0,2003,0,98028,47.7767,-122.239,2000,4394,2014,12,winter,1,450000.0,1,498000.0,539500.0,477249.99999999994
8532,5101405604,2014-08-14,350000.0,1,1.0,900,6380,1.0,0,0,3,6,900,0,1947,0,98125,47.7019,-122.311,1830,6380,2014,8,winter,0,450000.0,1,420000.0,455000.0,402499.99999999994
8533,5101405604,2015-04-28,395000.0,1,1.0,900,6380,1.0,0,0,3,6,900,0,1947,0,98125,47.7019,-122.311,1830,6380,2015,4,spring,0,450000.0,1,474000.0,513500.0,454249.99999999994
8542,1899400365,2014-06-20,332000.0,3,2.0,1510,7884,1.0,0,0,3,6,1510,0,1942,2014,98166,47.4683,-122.348,1050,7620,2014,6,sumer,0,450000.0,1,398400.0,431600.0,381799.99999999994
8543,259800410,2014-11-06,445000.0,3,1.75,1750,7200,1.0,0,0,3,7,1750,0,1966,0,98008,47.6289,-122.119,1810,7590,2014,11,fall,1,450000.0,1,534000.0,578500.0,511749.99999999994
8547,7646900360,2014-09-18,420000.0,3,1.0,1320,5500,1.0,0,0,3,7,1320,0,1955,0,98116,47.5705,-122.398,1480,5250,2014,9,fall,1,450000.0,1,504000.0,546000.0,482999.99999999994
8548,2991000220,2015-03-17,330000.0,4,2.5,2310,6320,2.0,0,0,3,8,2310,0,1997,0,98092,47.3287,-122.167,1850,6181,2015,3,spring,1,450000.0,1,396000.0,429000.0,379499.99999999994
8549,3034200366,2014-12-03,409000.0,3,1.75,1440,9065,1.0,0,0,4,8,1440,0,1972,0,98133,47.7163,-122.333,1990,8812,2014,12,winter,1,440000.0,1,490800.0,531700.0,470349.99999999994
8550,5127000410,2014-06-27,350000.0,5,1.75,2330,14322,1.0,0,0,4,7,1180,1150,1968,0,98059,47.4768,-122.155,1690,10010,2014,6,sumer,1,440000.0,1,420000.0,455000.0,402499.99999999994
8552,3972900195,2014-09-16,315000.0,3,1.0,1390,8333,1.0,0,0,3,7,1390,0,1982,0,98155,47.7652,-122.31,1320,7090,2014,9,fall,1,450000.0,1,378000.0,409500.0,362250.0
8553,8018600870,2014-10-06,224000.0,2,1.0,1150,15000,1.0,0,0,3,6,1060,90,1930,2013,98168,47.4935,-122.316,1350,15000,2014,10,fall,0,450000.0,1,268800.0,291200.0,257599.99999999997
8554,257000038,2014-10-06,293550.0,4,1.75,2120,9706,1.0,0,0,3,7,1370,750,1965,0,98168,47.4939,-122.297,1730,11337,2014,10,fall,1,450000.0,1,352260.0,381615.0,337582.5
8555,7981900110,2014-10-03,350000.0,4,2.75,2300,3175,1.5,0,0,3,6,1340,960,1966,0,98144,47.5732,-122.305,1260,3175,2014,10,fall,1,450000.0,1,420000.0,455000.0,402499.99999999994
8557,5253300437,2015-03-19,442500.0,4,2.5,2400,7092,2.0,0,0,3,7,2400,0,1997,0,98133,47.7522,-122.338,2350,8310,2015,3,spring,1,450000.0,1,531000.0,575250.0,508874.99999999994
8560,7326200110,2014-12-22,324000.0,3,2.25,1550,4411,2.0,0,0,3,7,1550,0,2001,0,98019,47.7373,-121.966,1620,4621,2014,12,winter,1,450000.0,1,388800.0,421200.0,372600.0
8561,3701900085,2014-08-05,169000.0,3,1.5,1570,6450,1.5,0,0,4,6,1570,0,1931,0,98022,47.2021,-121.996,1400,6450,2014,8,winter,0,440000.0,1,202800.0,219700.0,194349.99999999997
8563,2111000580,2014-05-21,299900.0,3,2.5,2720,6014,2.0,0,0,3,7,2720,0,2002,0,98092,47.3344,-122.174,2760,6537,2014,5,winter,1,450000.0,1,359880.0,389870.0,344885.0
8564,8645510230,2014-05-29,332000.0,3,2.25,2270,8876,1.0,0,0,3,7,1380,890,1977,0,98058,47.4653,-122.176,2150,7455,2014,5,winter,1,450000.0,1,398400.0,431600.0,381799.99999999994
8565,6204410330,2014-10-20,432000.0,4,1.75,2410,8400,1.0,0,0,3,7,1600,810,1978,0,98011,47.7341,-122.2,1850,8400,2014,10,fall,1,450000.0,1,518400.0,561600.0,496799.99999999994
8567,8091410530,2015-05-01,270000.0,3,2.5,1540,7739,2.0,0,0,4,7,1540,0,1986,0,98030,47.3511,-122.169,1720,7200,2015,5,winter,1,440000.0,1,324000.0,351000.0,310500.0
8570,8651410740,2015-02-19,189000.0,3,1.0,860,5200,1.0,0,0,5,6,860,0,1969,0,98042,47.3677,-122.078,1010,5200,2015,2,winter,1,526000.0,1,226800.0,245700.0,217349.99999999997
8572,6082400191,2014-06-19,287000.0,3,2.0,1300,11374,1.5,0,0,5,7,1300,0,1933,0,98168,47.4839,-122.302,1480,9670,2014,6,sumer,0,526000.0,1,344400.0,373100.0,330050.0
8574,6666860210,2014-06-02,316000.0,3,2.25,2130,8721,1.0,0,0,3,8,1570,560,1987,0,98031,47.4202,-122.204,2130,9477,2014,6,sumer,1,450000.0,1,379200.0,410800.0,363400.0
8576,7214820610,2014-10-07,448000.0,4,1.75,2560,8270,1.0,0,0,3,7,1480,1080,1979,0,98072,47.7572,-122.147,2320,8450,2014,10,fall,1,450000.0,1,537600.0,582400.0,515199.99999999994
8579,6072760210,2014-10-02,437850.0,4,2.25,2670,14255,1.0,0,0,4,8,1610,1060,1975,0,98006,47.5623,-122.175,2470,10290,2014,10,fall,1,440000.0,1,525420.0,569205.0,503527.49999999994
8580,9485950040,2014-06-06,435000.0,4,2.75,3270,50994,2.0,0,0,4,8,2720,550,1983,0,98042,47.347,-122.087,2780,36036,2014,6,sumer,1,440000.0,1,522000.0,565500.0,500249.99999999994
8585,2787700150,2015-04-22,365000.0,4,2.5,2030,7210,1.0,0,0,5,7,1330,700,1969,0,98059,47.5067,-122.16,1980,7560,2015,4,spring,1,526000.0,1,438000.0,474500.0,419749.99999999994
8587,2517000790,2014-06-11,285000.0,3,2.5,1870,4060,2.0,0,0,3,7,1870,0,2005,0,98042,47.3986,-122.163,2190,4060,2014,6,sumer,1,450000.0,1,342000.0,370500.0,327750.0
8590,3937900120,2014-10-06,400000.0,4,3.0,1810,5012,2.0,0,0,4,7,1810,0,1997,0,98108,47.5691,-122.292,1670,5161,2014,10,fall,1,440000.0,1,480000.0,520000.0,459999.99999999994
8595,6303401395,2015-02-19,245000.0,2,1.75,1220,8382,1.0,0,0,3,6,1220,0,1942,0,98146,47.5033,-122.359,1100,8382,2015,2,winter,0,450000.0,1,294000.0,318500.0,281750.0
8596,8822901301,2014-09-08,281000.0,3,1.5,1280,974,3.0,0,0,3,7,1280,0,2003,0,98125,47.7162,-122.293,1420,1422,2014,9,fall,1,450000.0,1,337200.0,365300.0,323150.0
8597,6730700385,2014-10-22,205000.0,3,0.75,770,7000,1.0,0,0,3,4,770,0,1942,0,98024,47.5661,-121.887,950,10500,2014,10,fall,0,450000.0,1,246000.0,266500.0,235749.99999999997
8598,4396000530,2014-06-11,290000.0,3,1.75,1520,15090,1.0,0,0,4,7,1520,0,1968,0,98038,47.398,-121.964,1580,18618,2014,6,sumer,1,440000.0,1,348000.0,377000.0,333500.0
8603,7950700120,2014-12-17,279000.0,4,2.0,1980,10051,1.0,0,0,3,7,1980,0,1969,2003,98092,47.3231,-122.103,1520,10125,2014,12,winter,1,450000.0,1,334800.0,362700.0,320850.0
8608,984210590,2014-09-29,360000.0,4,2.25,2470,8686,1.0,0,0,4,7,1270,1200,1974,0,98058,47.4371,-122.166,1900,7350,2014,9,fall,1,440000.0,1,432000.0,468000.0,413999.99999999994
8609,8024202350,2014-07-21,435000.0,2,1.0,1650,5106,1.0,0,0,3,7,1090,560,1960,0,98115,47.6992,-122.309,1300,6947,2014,7,sumer,1,450000.0,1,522000.0,565500.0,500249.99999999994
8612,3904100065,2014-10-28,340000.0,2,1.0,1280,9690,1.0,0,0,4,6,640,640,1919,0,98118,47.5341,-122.279,1630,15884,2014,10,fall,0,440000.0,1,408000.0,442000.0,390999.99999999994
8617,5379801972,2014-08-18,265000.0,5,4.0,1400,8580,1.0,0,0,5,7,900,500,1954,0,98188,47.456,-122.292,1220,8832,2014,8,winter,0,526000.0,1,318000.0,344500.0,304750.0
8619,1823069059,2014-06-11,355000.0,1,1.75,750,20339,1.0,0,0,4,4,550,200,1946,0,98059,47.4756,-122.09,2020,23958,2014,6,sumer,0,440000.0,1,426000.0,461500.0,408249.99999999994
8620,7979900215,2014-06-11,381000.0,3,1.5,1460,11407,1.0,0,0,3,7,1460,0,1954,0,98155,47.746,-122.294,1470,11407,2014,6,sumer,0,450000.0,1,457200.0,495300.0,438149.99999999994
8622,892000025,2014-07-10,114975.0,2,1.0,740,6250,1.0,0,0,3,6,740,0,1942,0,98146,47.506,-122.335,980,6957,2014,7,sumer,0,450000.0,1,137970.0,149467.5,132221.25
8624,2320069189,2014-10-27,299990.0,2,1.0,1570,125452,1.0,0,3,4,7,1570,0,1953,0,98022,47.2077,-122.016,1660,46119,2014,10,fall,0,440000.0,1,359988.0,389987.0,344988.5
8626,6073230230,2014-12-31,425000.0,3,2.25,1400,6970,2.0,0,0,3,8,1400,0,1984,0,98006,47.542,-122.184,1800,8140,2014,12,winter,1,450000.0,1,510000.0,552500.0,488749.99999999994
8630,5127001320,2014-11-25,190000.0,3,1.75,1520,9600,1.0,0,0,4,7,1520,0,1967,0,98059,47.473,-122.149,1590,10183,2014,11,fall,1,440000.0,1,228000.0,247000.0,218499.99999999997
8631,5127001320,2015-02-23,314950.0,3,1.75,1520,9600,1.0,0,0,4,7,1520,0,1967,0,98059,47.473,-122.149,1590,10183,2015,2,winter,1,440000.0,1,377940.0,409435.0,362192.5
8633,7100000035,2014-12-12,315000.0,2,1.0,860,8308,1.0,0,0,3,7,860,0,1948,0,98146,47.508,-122.378,1200,8308,2014,12,winter,0,450000.0,1,378000.0,409500.0,362250.0
8636,9564800145,2014-05-06,175000.0,3,1.0,1010,7034,1.0,0,0,3,7,1010,0,1954,0,98055,47.49,-122.22,1440,10994,2014,5,winter,0,450000.0,1,210000.0,227500.0,201249.99999999997
8639,259000100,2014-10-07,430000.0,3,1.75,1610,7900,1.0,0,0,4,8,1310,300,1960,0,98177,47.7588,-122.36,2210,7700,2014,10,fall,1,440000.0,1,516000.0,559000.0,494499.99999999994
8640,1796360870,2014-10-30,225000.0,3,1.75,1460,8372,1.0,0,0,4,7,1460,0,1981,0,98042,47.3683,-122.087,1220,7803,2014,10,fall,1,440000.0,1,270000.0,292500.0,258749.99999999997
8641,923049440,2014-07-17,312000.0,5,4.0,2900,9779,2.0,0,0,4,7,1950,950,1937,0,98168,47.5003,-122.306,1360,8000,2014,7,sumer,0,440000.0,1,374400.0,405600.0,358800.0
8642,9144100298,2015-03-02,380000.0,3,1.0,1260,7980,1.0,0,0,3,7,1260,0,1951,0,98177,47.7013,-122.373,1760,7606,2015,3,spring,0,450000.0,1,456000.0,494000.0,436999.99999999994
8643,3223049158,2015-04-17,222200.0,2,1.0,1210,10000,1.0,0,0,3,7,1210,0,1953,0,98148,47.4402,-122.333,1620,10959,2015,4,spring,0,450000.0,1,266640.0,288860.0,255529.99999999997
8645,3558000120,2014-07-02,329950.0,4,2.5,2120,4558,2.0,0,0,3,7,2120,0,2002,0,98038,47.3795,-122.022,2370,5506,2014,7,sumer,1,450000.0,1,395940.0,428935.0,379442.49999999994
8649,2768301490,2014-06-26,402000.0,2,1.0,620,2475,1.0,0,0,5,6,620,0,1911,0,98107,47.6655,-122.371,1290,2475,2014,6,sumer,0,526000.0,1,482400.0,522600.0,462299.99999999994
8651,8802400411,2014-06-19,249000.0,3,1.0,1050,8498,1.0,0,0,4,7,1050,0,1959,0,98031,47.4043,-122.202,1050,8498,2014,6,sumer,1,440000.0,1,298800.0,323700.0,286350.0
8652,2953000090,2014-12-02,244900.0,3,1.5,1360,9980,1.0,0,0,4,7,1360,0,1966,0,98031,47.4143,-122.206,1360,9750,2014,12,winter,1,440000.0,1,293880.0,318370.0,281635.0
8653,7657600025,2015-02-19,289900.0,3,1.0,1180,7068,1.0,0,0,3,6,1180,0,1944,0,98178,47.4947,-122.238,1180,7068,2015,2,winter,0,450000.0,1,347880.0,376870.0,333385.0
8656,2902200838,2014-10-27,440000.0,2,2.75,1100,1088,2.0,0,0,3,7,750,350,2006,0,98102,47.6405,-122.324,2090,4125,2014,10,fall,1,450000.0,1,528000.0,572000.0,505999.99999999994
8657,798000062,2014-08-01,286000.0,3,1.75,1770,9000,1.0,0,0,3,7,1090,680,1954,0,98168,47.4997,-122.326,1520,21141,2014,8,winter,0,450000.0,1,343200.0,371800.0,328900.0
8658,3298700941,2014-09-05,260000.0,3,1.0,1200,4592,1.0,0,0,3,6,800,400,1950,0,98106,47.519,-122.352,940,4440,2014,9,fall,0,450000.0,1,312000.0,338000.0,299000.0
8659,114100155,2014-06-27,355000.0,2,2.25,1330,10838,2.0,0,0,3,8,1330,0,1985,0,98028,47.7689,-122.241,1390,10310,2014,6,sumer,1,450000.0,1,426000.0,461500.0,408249.99999999994
8660,5151600360,2015-01-30,318000.0,3,1.75,1570,12506,1.0,0,0,4,8,1570,0,1959,0,98003,47.3365,-122.319,2120,13243,2015,1,winter,1,440000.0,1,381600.0,413400.0,365700.0
8661,523049106,2014-08-26,255000.0,2,1.0,1610,19965,1.0,0,0,3,7,1610,0,1952,0,98168,47.5095,-122.313,2100,28400,2014,8,winter,0,450000.0,1,306000.0,331500.0,293250.0
8662,3751600025,2014-05-14,139000.0,3,1.0,1100,17334,1.0,0,0,3,7,1100,0,1978,0,98001,47.3003,-122.27,1530,18694,2014,5,winter,1,450000.0,1,166800.0,180700.0,159850.0
8663,6918730230,2015-04-01,485000.0,4,2.25,1810,7068,2.0,0,0,5,7,1810,0,1976,0,98034,47.7319,-122.204,1460,7274,2015,4,spring,1,526000.0,1,582000.0,630500.0,557750.0
8667,3630010040,2014-05-23,402000.0,3,2.0,1540,1827,2.0,0,0,3,8,1540,0,2005,0,98029,47.5479,-121.998,1540,1827,2014,5,winter,1,450000.0,1,482400.0,522600.0,462299.99999999994
8668,6620400025,2015-05-01,245000.0,3,1.0,1380,9875,1.0,0,0,3,7,1380,0,1959,0,98168,47.5131,-122.334,1200,6250,2015,5,winter,1,450000.0,1,294000.0,318500.0,281750.0
8669,8886000021,2014-06-16,445000.0,3,1.75,1890,32340,1.5,0,3,3,8,1890,0,1976,0,98070,47.4137,-122.439,1890,40180,2014,6,sumer,1,450000.0,1,534000.0,578500.0,511749.99999999994
8670,766800090,2014-05-25,195000.0,3,1.75,1570,8459,1.0,0,0,3,7,1570,0,1991,0,98022,47.2016,-122.006,1650,8844,2014,5,winter,1,450000.0,1,234000.0,253500.0,224249.99999999997
8671,4022900571,2015-01-12,385000.0,5,2.0,2540,11750,1.0,0,0,3,7,1480,1060,1962,0,98155,47.7754,-122.291,2000,12000,2015,1,winter,1,450000.0,1,462000.0,500500.0,442749.99999999994
8674,8122600195,2014-05-20,396675.0,2,1.0,1730,6375,2.0,0,0,4,6,1730,0,1945,0,98126,47.5357,-122.368,1180,6250,2014,5,winter,0,440000.0,1,476010.0,515677.5,456176.24999999994
8675,5379805160,2014-10-02,242000.0,5,2.25,2340,7494,1.0,0,0,3,7,1170,1170,1951,0,98188,47.448,-122.28,1650,10125,2014,10,fall,0,450000.0,1,290400.0,314600.0,278300.0
8676,323089095,2014-10-31,380000.0,3,1.75,1300,12378,1.0,0,0,4,6,1300,0,1943,0,98045,47.4996,-121.778,1300,11596,2014,10,fall,0,440000.0,1,456000.0,494000.0,436999.99999999994
8678,8835200330,2014-12-08,399950.0,3,2.5,1470,4488,2.0,0,0,5,7,1470,0,1980,0,98034,47.723,-122.162,1400,4441,2014,12,winter,1,526000.0,1,479940.0,519935.0,459942.49999999994
8681,5589300361,2014-09-02,270000.0,3,1.5,1610,8375,2.0,0,0,3,7,1610,0,1927,0,98155,47.7527,-122.306,1610,9107,2014,9,fall,0,450000.0,1,324000.0,351000.0,310500.0
8682,2523069146,2014-06-23,349900.0,3,2.0,2420,38781,1.0,0,0,5,7,1210,1210,1949,0,98027,47.4511,-121.976,2650,88426,2014,6,sumer,0,526000.0,1,419880.0,454870.0,402384.99999999994
8684,1775700011,2015-05-12,390000.0,3,2.5,1410,26375,1.0,0,0,3,6,1410,0,1992,0,98077,47.7432,-122.076,1410,12474,2015,5,winter,1,450000.0,1,468000.0,507000.0,448499.99999999994
8685,9264921110,2015-01-15,275000.0,3,1.75,1840,14005,1.0,0,0,3,8,1840,0,1983,0,98023,47.3124,-122.345,2170,7992,2015,1,winter,1,450000.0,1,330000.0,357500.0,316250.0
8686,6837820330,2015-04-29,300000.0,4,2.5,2450,8932,2.0,0,0,3,8,2450,0,1990,0,98023,47.3093,-122.345,2410,8775,2015,4,spring,1,450000.0,1,360000.0,390000.0,345000.0
8690,5104530220,2015-04-20,404000.0,3,2.5,2370,4324,2.0,0,0,3,8,2370,0,2006,0,98038,47.3515,-121.999,2370,4348,2015,4,spring,1,450000.0,1,484800.0,525200.0,464599.99999999994
8695,2781200090,2014-07-08,410000.0,4,2.5,2560,4020,2.0,0,0,3,9,2560,0,2006,0,98038,47.3533,-122.027,3010,4916,2014,7,sumer,1,450000.0,1,492000.0,533000.0,471499.99999999994
8696,4006000580,2015-03-13,225000.0,3,1.5,1240,5506,1.0,0,0,4,7,1240,0,1971,0,98118,47.5294,-122.285,1670,5589,2015,3,spring,1,440000.0,1,270000.0,292500.0,258749.99999999997
8700,2468800040,2015-04-10,330000.0,3,2.5,2060,25046,1.0,0,0,4,8,1600,460,1980,0,98022,47.184,-121.959,2050,21255,2015,4,spring,1,440000.0,1,396000.0,429000.0,379499.99999999994
8701,8092700230,2015-02-11,249950.0,3,1.75,1120,15210,1.0,0,0,5,7,1120,0,1976,0,98042,47.3659,-122.113,1710,8470,2015,2,winter,1,526000.0,1,299940.0,324935.0,287442.5
8702,4435000490,2014-10-15,249000.0,4,1.75,1630,8410,1.5,0,0,5,7,1630,0,1943,0,98188,47.4538,-122.288,1390,8410,2014,10,fall,0,526000.0,1,298800.0,323700.0,286350.0
8703,3686900025,2015-04-08,249000.0,3,1.75,1590,7535,1.5,0,0,5,6,1590,0,1909,0,98032,47.3769,-122.234,1110,6000,2015,4,spring,0,526000.0,1,298800.0,323700.0,286350.0
8706,3876312370,2014-09-15,434500.0,3,1.75,1930,7210,1.0,0,0,3,7,1110,820,1975,0,98072,47.735,-122.174,1870,7877,2014,9,fall,1,450000.0,1,521400.0,564850.0,499674.99999999994
8708,7550800915,2015-02-19,417200.0,2,1.0,1000,4000,1.0,0,0,3,6,1000,0,1910,0,98107,47.6742,-122.396,1490,5000,2015,2,winter,0,450000.0,1,500640.0,542360.0,479779.99999999994
8711,9320990090,2015-04-21,348000.0,3,2.5,1730,4004,2.0,0,0,3,7,1730,0,1999,0,98148,47.4317,-122.328,1730,5523,2015,4,spring,1,450000.0,1,417600.0,452400.0,400199.99999999994
8712,3791400100,2014-07-28,301000.0,4,2.5,2810,6146,2.0,0,0,3,9,2810,0,1998,0,98031,47.4045,-122.208,2810,6180,2014,7,sumer,1,450000.0,1,361200.0,391300.0,346150.0
8713,6021503885,2014-07-08,427550.0,2,1.0,880,4000,1.0,0,0,3,7,880,0,1940,0,98117,47.6848,-122.386,1150,4000,2014,7,sumer,0,450000.0,1,513060.0,555815.0,491682.49999999994
8714,7979900552,2015-05-01,361000.0,3,1.0,1040,6720,1.5,0,0,3,7,1040,0,1951,0,98155,47.7444,-122.294,1880,11407,2015,5,winter,0,450000.0,1,433200.0,469300.0,415149.99999999994
8715,5101405340,2014-08-21,460000.0,2,2.5,1830,8107,1.0,0,0,5,7,930,900,1946,0,98125,47.701,-122.305,1260,6960,2014,8,winter,0,526000.0,1,552000.0,598000.0,529000.0
8717,2734100065,2014-06-12,445000.0,5,1.75,2460,6846,1.5,0,0,5,7,1340,1120,1911,0,98108,47.5445,-122.321,1410,4800,2014,6,sumer,0,526000.0,1,534000.0,578500.0,511749.99999999994
8718,8029650040,2014-05-19,373000.0,3,2.5,1670,3565,2.0,0,0,3,7,1670,0,1999,0,98072,47.7623,-122.161,1510,3770,2014,5,winter,1,450000.0,1,447600.0,484900.0,428949.99999999994
8720,662310620,2014-08-26,364988.0,3,2.5,2850,12593,2.0,0,0,3,9,2850,0,1997,0,98023,47.2848,-122.345,2850,9435,2014,8,winter,1,450000.0,1,437985.6,474484.4,419736.19999999995
8721,924000040,2014-08-14,324000.0,2,1.0,820,8370,1.0,0,0,4,7,820,0,1941,0,98177,47.7256,-122.361,1410,8370,2014,8,winter,0,440000.0,1,388800.0,421200.0,372600.0
8723,349400100,2014-09-08,237500.0,3,1.75,1480,7830,1.0,0,0,3,7,1480,0,1980,0,98022,47.1967,-121.998,1130,7553,2014,9,fall,1,450000.0,1,285000.0,308750.0,273125.0
8724,3876000970,2014-08-06,429300.0,6,2.25,2930,15949,1.0,0,0,4,8,1730,1200,1965,0,98034,47.7188,-122.185,1730,8550,2014,8,winter,1,440000.0,1,515160.0,558090.0,493694.99999999994
8730,9113600210,2014-06-17,380000.0,4,2.5,2150,37647,2.0,0,0,3,8,2150,0,1991,0,98042,47.3117,-122.083,2410,42193,2014,6,sumer,1,450000.0,1,456000.0,494000.0,436999.99999999994
